Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1721129,"Csf1r-negative GMP (Csf1r- control) Bulk RNA Seq CAG-14915","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073974",SRX1073974,"H. Leighton Grimes","Aug 26, 2016"
GSM1721130,"Csf1r-negative GMP (Csf1r- control) Bulk RNA Seq 18Rosa-","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073975",SRX1073975,"H. Leighton Grimes","Aug 26, 2016"
GSM1721131,"Csf1r-negative GMP ROSA-rtTA-M2-heterozygous G3-Gfi1-IRES-Venus-dim Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073976",SRX1073976,"H. Leighton Grimes","Aug 26, 2016"
GSM1721132,"Csf1r-negative GMP ROSA-rtTA-M2-heterozygous G3-Gfi1-IRES-Venus-bright Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073977",SRX1073977,"H. Leighton Grimes","Aug 26, 2016"
GSM1721133,"Csf1r-negative GMP ROSA-rtTA-M2-homozygous G3-Gfi1-IRES-Venus-bright Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073978",SRX1073978,"H. Leighton Grimes","Aug 26, 2016"
GSM1721134,"Csf1r-positive GMP (Csf1r+ control) Bulk RNA Seq CAG-14914","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073979",SRX1073979,"H. Leighton Grimes","Aug 26, 2016"
GSM1721135,"Csf1r-positive GMP (Csf1r+ control) Bulk RNA Seq 17Rosa-","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073980",SRX1073980,"H. Leighton Grimes","Aug 26, 2016"
GSM1721136,"Csf1r-positive GMP ROSA-rtTA-M2-heterozygous G3-Gfi1-IRES-Venus-dim Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073981",SRX1073981,"H. Leighton Grimes","Aug 26, 2016"
GSM1721137,"Csf1r-positive GMP ROSA-rtTA-M2-heterozygous G3-Gfi1-IRES-Venus-bright Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073982",SRX1073982,"H. Leighton Grimes","Aug 26, 2016"
GSM1721138,"Csf1r-positive GMP ROSA-rtTA-M2-homozygous G3-Gfi1-IRES-Venus-bright Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073983",SRX1073983,"H. Leighton Grimes","Aug 26, 2016"
GSM1721139,"Lineage-negative Sca1-positive c-Kit-positive (LSK) Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073984",SRX1073984,"H. Leighton Grimes","Aug 26, 2016"
GSM1721140,"Common Myeloid Progenitor (CMP) Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073985",SRX1073985,"H. Leighton Grimes","Aug 26, 2016"
GSM1721141,"Granulocyte Macrophage Progenitor (GMP) Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073986",SRX1073986,"H. Leighton Grimes","Aug 26, 2016"
GSM1721142,"Irf8-/- GMP Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073987",SRX1073987,"H. Leighton Grimes","Aug 26, 2016"
GSM1721143,"Gfi1-/- GMP Bulk RNA Seq","SRA","Mus musculus",1,GPL17021,GSE70235;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073988",SRX1073988,"H. Leighton Grimes","Aug 26, 2016"
GSM1721146,"CMP cell 1 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073989",SRX1073989,"H. Leighton Grimes","Aug 26, 2016"
GSM1721147,"CMP cell 2","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073990",SRX1073990,"H. Leighton Grimes","Aug 26, 2016"
GSM1721148,"CMP cell 3","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073991",SRX1073991,"H. Leighton Grimes","Aug 26, 2016"
GSM1721149,"CMP cell 4","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073992",SRX1073992,"H. Leighton Grimes","Aug 26, 2016"
GSM1721150,"CMP cell 5","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073993",SRX1073993,"H. Leighton Grimes","Aug 26, 2016"
GSM1721151,"CMP cell 6","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073994",SRX1073994,"H. Leighton Grimes","Aug 26, 2016"
GSM1721152,"CMP cell 7","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073995",SRX1073995,"H. Leighton Grimes","Aug 26, 2016"
GSM1721153,"CMP cell 8","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073996",SRX1073996,"H. Leighton Grimes","Aug 26, 2016"
GSM1721154,"CMP cell 9","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073997",SRX1073997,"H. Leighton Grimes","Aug 26, 2016"
GSM1721155,"CMP cell 10","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073998",SRX1073998,"H. Leighton Grimes","Aug 26, 2016"
GSM1721156,"CMP cell 11","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1073999",SRX1073999,"H. Leighton Grimes","Aug 26, 2016"
GSM1721157,"CMP cell 12","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074000",SRX1074000,"H. Leighton Grimes","Aug 26, 2016"
GSM1721158,"CMP cell 13","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074001",SRX1074001,"H. Leighton Grimes","Aug 26, 2016"
GSM1721159,"CMP cell 14","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074002",SRX1074002,"H. Leighton Grimes","Aug 26, 2016"
GSM1721160,"CMP cell 15","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074003",SRX1074003,"H. Leighton Grimes","Aug 26, 2016"
GSM1721161,"CMP cell 16","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074004",SRX1074004,"H. Leighton Grimes","Aug 26, 2016"
GSM1721162,"CMP cell 17","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074005",SRX1074005,"H. Leighton Grimes","Aug 26, 2016"
GSM1721163,"CMP cell 18","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074006",SRX1074006,"H. Leighton Grimes","Aug 26, 2016"
GSM1721164,"CMP cell 19","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074007",SRX1074007,"H. Leighton Grimes","Aug 26, 2016"
GSM1721165,"CMP cell 20","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074008",SRX1074008,"H. Leighton Grimes","Aug 26, 2016"
GSM1721166,"CMP cell 21","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074009",SRX1074009,"H. Leighton Grimes","Aug 26, 2016"
GSM1721167,"CMP cell 22","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074010",SRX1074010,"H. Leighton Grimes","Aug 26, 2016"
GSM1721168,"CMP cell 23","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074011",SRX1074011,"H. Leighton Grimes","Aug 26, 2016"
GSM1721169,"CMP cell 24","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074012",SRX1074012,"H. Leighton Grimes","Aug 26, 2016"
GSM1721170,"CMP cell 25","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074013",SRX1074013,"H. Leighton Grimes","Aug 26, 2016"
GSM1721171,"CMP cell 26","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074014",SRX1074014,"H. Leighton Grimes","Aug 26, 2016"
GSM1721172,"CMP cell 27","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074015",SRX1074015,"H. Leighton Grimes","Aug 26, 2016"
GSM1721173,"CMP cell 28","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074016",SRX1074016,"H. Leighton Grimes","Aug 26, 2016"
GSM1721174,"CMP cell 29","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074017",SRX1074017,"H. Leighton Grimes","Aug 26, 2016"
GSM1721175,"CMP cell 30","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074018",SRX1074018,"H. Leighton Grimes","Aug 26, 2016"
GSM1721176,"CMP cell 31","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074019",SRX1074019,"H. Leighton Grimes","Aug 26, 2016"
GSM1721177,"CMP cell 32","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074020",SRX1074020,"H. Leighton Grimes","Aug 26, 2016"
GSM1721178,"CMP cell 33","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074021",SRX1074021,"H. Leighton Grimes","Aug 26, 2016"
GSM1721179,"CMP cell 34","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074022",SRX1074022,"H. Leighton Grimes","Aug 26, 2016"
GSM1721180,"CMP cell 35","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074023",SRX1074023,"H. Leighton Grimes","Aug 26, 2016"
GSM1721181,"CMP cell 36","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074024",SRX1074024,"H. Leighton Grimes","Aug 26, 2016"
GSM1721182,"CMP cell 37","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074025",SRX1074025,"H. Leighton Grimes","Aug 26, 2016"
GSM1721183,"CMP cell 38","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074026",SRX1074026,"H. Leighton Grimes","Aug 26, 2016"
GSM1721184,"CMP cell 39","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074027",SRX1074027,"H. Leighton Grimes","Aug 26, 2016"
GSM1721185,"CMP cell 40","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074028",SRX1074028,"H. Leighton Grimes","Aug 26, 2016"
GSM1721186,"CMP cell 41 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074029",SRX1074029,"H. Leighton Grimes","Aug 26, 2016"
GSM1721187,"CMP cell 42","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074030",SRX1074030,"H. Leighton Grimes","Aug 26, 2016"
GSM1721188,"CMP cell 43","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074031",SRX1074031,"H. Leighton Grimes","Aug 26, 2016"
GSM1721189,"CMP cell 44","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074032",SRX1074032,"H. Leighton Grimes","Aug 26, 2016"
GSM1721190,"CMP cell 45","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074033",SRX1074033,"H. Leighton Grimes","Aug 26, 2016"
GSM1721191,"CMP cell 46","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074034",SRX1074034,"H. Leighton Grimes","Aug 26, 2016"
GSM1721192,"CMP cell 47","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074035",SRX1074035,"H. Leighton Grimes","Aug 26, 2016"
GSM1721193,"CMP cell 48","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074036",SRX1074036,"H. Leighton Grimes","Aug 26, 2016"
GSM1721194,"CMP cell 49","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074037",SRX1074037,"H. Leighton Grimes","Aug 26, 2016"
GSM1721195,"CMP cell 50","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074038",SRX1074038,"H. Leighton Grimes","Aug 26, 2016"
GSM1721196,"CMP cell 51","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074039",SRX1074039,"H. Leighton Grimes","Aug 26, 2016"
GSM1721197,"CMP cell 52","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074040",SRX1074040,"H. Leighton Grimes","Aug 26, 2016"
GSM1721198,"CMP cell 53","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074041",SRX1074041,"H. Leighton Grimes","Aug 26, 2016"
GSM1721199,"CMP cell 54","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074042",SRX1074042,"H. Leighton Grimes","Aug 26, 2016"
GSM1721200,"CMP cell 55","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074043",SRX1074043,"H. Leighton Grimes","Aug 26, 2016"
GSM1721201,"CMP cell 56","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074044",SRX1074044,"H. Leighton Grimes","Aug 26, 2016"
GSM1721202,"CMP cell 57","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074045",SRX1074045,"H. Leighton Grimes","Aug 26, 2016"
GSM1721203,"CMP cell 58","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074046",SRX1074046,"H. Leighton Grimes","Aug 26, 2016"
GSM1721204,"CMP cell 59","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074047",SRX1074047,"H. Leighton Grimes","Aug 26, 2016"
GSM1721205,"CMP cell 60","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074048",SRX1074048,"H. Leighton Grimes","Aug 26, 2016"
GSM1721206,"CMP cell 61","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074049",SRX1074049,"H. Leighton Grimes","Aug 26, 2016"
GSM1721207,"CMP cell 62","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074050",SRX1074050,"H. Leighton Grimes","Aug 26, 2016"
GSM1721208,"CMP cell 63","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074051",SRX1074051,"H. Leighton Grimes","Aug 26, 2016"
GSM1721209,"CMP cell 64","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074052",SRX1074052,"H. Leighton Grimes","Aug 26, 2016"
GSM1721210,"CMP cell 65","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074053",SRX1074053,"H. Leighton Grimes","Aug 26, 2016"
GSM1721211,"CMP cell 66","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074054",SRX1074054,"H. Leighton Grimes","Aug 26, 2016"
GSM1721212,"CMP cell 67","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074055",SRX1074055,"H. Leighton Grimes","Aug 26, 2016"
GSM1721213,"CMP cell 68","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074056",SRX1074056,"H. Leighton Grimes","Aug 26, 2016"
GSM1721214,"CMP cell 69","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074057",SRX1074057,"H. Leighton Grimes","Aug 26, 2016"
GSM1721215,"CMP cell 70","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074058",SRX1074058,"H. Leighton Grimes","Aug 26, 2016"
GSM1721216,"CMP cell 71","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074059",SRX1074059,"H. Leighton Grimes","Aug 26, 2016"
GSM1721217,"CMP cell 72","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074060",SRX1074060,"H. Leighton Grimes","Aug 26, 2016"
GSM1721218,"CMP cell 73","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074061",SRX1074061,"H. Leighton Grimes","Aug 26, 2016"
GSM1721219,"CMP cell 74","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074062",SRX1074062,"H. Leighton Grimes","Aug 26, 2016"
GSM1721220,"CMP cell 75","SRA","Mus musculus",1,GPL17021,GSE70236;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1074063",SRX1074063,"H. Leighton Grimes","Aug 26, 2016"
