Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1721694,"LSK cell 27","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072261",SRX1072261,"H. Leighton Grimes","Aug 26, 2016"
GSM1721695,"LSK cell 28","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072262",SRX1072262,"H. Leighton Grimes","Aug 26, 2016"
GSM1721696,"LSK cell 29","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072263",SRX1072263,"H. Leighton Grimes","Aug 26, 2016"
GSM1721697,"LSK cell 30","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072264",SRX1072264,"H. Leighton Grimes","Aug 26, 2016"
GSM1721698,"LSK cell 31","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072265",SRX1072265,"H. Leighton Grimes","Aug 26, 2016"
GSM1721699,"LSK cell 32","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072266",SRX1072266,"H. Leighton Grimes","Aug 26, 2016"
GSM1721700,"LSK cell 33","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072267",SRX1072267,"H. Leighton Grimes","Aug 26, 2016"
GSM1721701,"LSK cell 34","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072268",SRX1072268,"H. Leighton Grimes","Aug 26, 2016"
GSM1721702,"LSK cell 35","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072269",SRX1072269,"H. Leighton Grimes","Aug 26, 2016"
GSM1721703,"LSK cell 36","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072270",SRX1072270,"H. Leighton Grimes","Aug 26, 2016"
GSM1721704,"LSK cell 37","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072271",SRX1072271,"H. Leighton Grimes","Aug 26, 2016"
GSM1721705,"LSK cell 38","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072272",SRX1072272,"H. Leighton Grimes","Aug 26, 2016"
GSM1721706,"LSK cell 39","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072273",SRX1072273,"H. Leighton Grimes","Aug 26, 2016"
GSM1721707,"LSK cell 40","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072274",SRX1072274,"H. Leighton Grimes","Aug 26, 2016"
GSM1721708,"LSK cell 41","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072275",SRX1072275,"H. Leighton Grimes","Aug 26, 2016"
GSM1721709,"LSK cell 42","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072276",SRX1072276,"H. Leighton Grimes","Aug 26, 2016"
GSM1721710,"LSK cell 43","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072277",SRX1072277,"H. Leighton Grimes","Aug 26, 2016"
GSM1721711,"LSK cell 44","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072278",SRX1072278,"H. Leighton Grimes","Aug 26, 2016"
GSM1721712,"LSK cell 45","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072279",SRX1072279,"H. Leighton Grimes","Aug 26, 2016"
GSM1721713,"LSK cell 46","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072280",SRX1072280,"H. Leighton Grimes","Aug 26, 2016"
GSM1721714,"LSK cell 47","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072281",SRX1072281,"H. Leighton Grimes","Aug 26, 2016"
GSM1721715,"LSK cell 48","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072282",SRX1072282,"H. Leighton Grimes","Aug 26, 2016"
GSM1721716,"LSK cell 49","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072283",SRX1072283,"H. Leighton Grimes","Aug 26, 2016"
GSM1721717,"LSK cell 50","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072284",SRX1072284,"H. Leighton Grimes","Aug 26, 2016"
GSM1721718,"LSK cell 51","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072285",SRX1072285,"H. Leighton Grimes","Aug 26, 2016"
GSM1721719,"LSK cell 52","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072286",SRX1072286,"H. Leighton Grimes","Aug 26, 2016"
GSM1721720,"LSK cell 53","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072287",SRX1072287,"H. Leighton Grimes","Aug 26, 2016"
GSM1721721,"LSK cell 54","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072288",SRX1072288,"H. Leighton Grimes","Aug 26, 2016"
GSM1721722,"LSK cell 55","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072289",SRX1072289,"H. Leighton Grimes","Aug 26, 2016"
GSM1721723,"LSK cell 56 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072290",SRX1072290,"H. Leighton Grimes","Aug 26, 2016"
GSM1721724,"LSK cell 57","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072291",SRX1072291,"H. Leighton Grimes","Aug 26, 2016"
GSM1721725,"LSK cell 58","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072292",SRX1072292,"H. Leighton Grimes","Aug 26, 2016"
GSM1721726,"LSK cell 59","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072293",SRX1072293,"H. Leighton Grimes","Aug 26, 2016"
GSM1721727,"LSK cell 60","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072294",SRX1072294,"H. Leighton Grimes","Aug 26, 2016"
GSM1721728,"LSK cell 61","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072295",SRX1072295,"H. Leighton Grimes","Aug 26, 2016"
GSM1721729,"LSK cell 62","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072296",SRX1072296,"H. Leighton Grimes","Aug 26, 2016"
GSM1721730,"LSK cell 63","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072297",SRX1072297,"H. Leighton Grimes","Aug 26, 2016"
GSM1721731,"LSK cell 64","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072298",SRX1072298,"H. Leighton Grimes","Aug 26, 2016"
GSM1721732,"LSK cell 65","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072299",SRX1072299,"H. Leighton Grimes","Aug 26, 2016"
GSM1721733,"LSK cell 66","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072300",SRX1072300,"H. Leighton Grimes","Aug 26, 2016"
GSM1721734,"LSK cell 67","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072301",SRX1072301,"H. Leighton Grimes","Aug 26, 2016"
GSM1721735,"LSK cell 68 (poor quality)","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072302",SRX1072302,"H. Leighton Grimes","Aug 26, 2016"
GSM1721736,"LSK cell 69","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072303",SRX1072303,"H. Leighton Grimes","Aug 26, 2016"
GSM1721737,"LSK cell 70","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072304",SRX1072304,"H. Leighton Grimes","Aug 26, 2016"
GSM1721738,"LSK cell 71","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072305",SRX1072305,"H. Leighton Grimes","Aug 26, 2016"
GSM1721739,"LSK cell 72","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072306",SRX1072306,"H. Leighton Grimes","Aug 26, 2016"
GSM1721740,"LSK cell 73","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072307",SRX1072307,"H. Leighton Grimes","Aug 26, 2016"
GSM1721741,"LSK cell 74","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072308",SRX1072308,"H. Leighton Grimes","Aug 26, 2016"
GSM1721742,"LSK cell 75","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072309",SRX1072309,"H. Leighton Grimes","Aug 26, 2016"
GSM1721743,"LSK cell 76","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072310",SRX1072310,"H. Leighton Grimes","Aug 26, 2016"
GSM1721744,"LSK cell 77","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072311",SRX1072311,"H. Leighton Grimes","Aug 26, 2016"
GSM1721745,"LSK cell 78","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072312",SRX1072312,"H. Leighton Grimes","Aug 26, 2016"
GSM1721746,"LSK cell 79","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072313",SRX1072313,"H. Leighton Grimes","Aug 26, 2016"
GSM1721747,"LSK cell 80","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072314",SRX1072314,"H. Leighton Grimes","Aug 26, 2016"
GSM1721748,"LSK cell 81","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072315",SRX1072315,"H. Leighton Grimes","Aug 26, 2016"
GSM1721749,"LSK cell 82","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072316",SRX1072316,"H. Leighton Grimes","Aug 26, 2016"
GSM1721750,"LSK cell 83","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072317",SRX1072317,"H. Leighton Grimes","Aug 26, 2016"
GSM1721751,"LSK cell 84","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072318",SRX1072318,"H. Leighton Grimes","Aug 26, 2016"
GSM1721752,"LSK cell 85","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072319",SRX1072319,"H. Leighton Grimes","Aug 26, 2016"
GSM1721753,"LSK cell 86","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072320",SRX1072320,"H. Leighton Grimes","Aug 26, 2016"
GSM1721754,"LSK cell 87","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072321",SRX1072321,"H. Leighton Grimes","Aug 26, 2016"
GSM1721755,"LSK cell 88","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072322",SRX1072322,"H. Leighton Grimes","Aug 26, 2016"
GSM1721756,"LSK cell 89","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072323",SRX1072323,"H. Leighton Grimes","Aug 26, 2016"
GSM1721757,"LSK cell 90","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072324",SRX1072324,"H. Leighton Grimes","Aug 26, 2016"
GSM1721758,"LSK cell 91","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072325",SRX1072325,"H. Leighton Grimes","Aug 26, 2016"
GSM1721759,"LSK cell 92","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072326",SRX1072326,"H. Leighton Grimes","Aug 26, 2016"
GSM1721760,"LSK cell 93","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072327",SRX1072327,"H. Leighton Grimes","Aug 26, 2016"
GSM1721761,"LSK cell 94","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072328",SRX1072328,"H. Leighton Grimes","Aug 26, 2016"
GSM1721762,"LSK cell 95","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072329",SRX1072329,"H. Leighton Grimes","Aug 26, 2016"
GSM1721763,"LSK cell 96","SRA","Mus musculus",1,GPL17021,GSE70244;GSE70245,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX107/SRX1072330",SRX1072330,"H. Leighton Grimes","Aug 26, 2016"
GSM2080828,"Gfi1-/- Irf8-/- GMP cell A2","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613307",SRX1613307,"H. Leighton Grimes","Aug 26, 2016"
GSM2080829,"Gfi1-/- Irf8-/- GMP cell A3","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613308",SRX1613308,"H. Leighton Grimes","Aug 26, 2016"
GSM2080830,"Gfi1-/- Irf8-/- GMP cell A4","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613309",SRX1613309,"H. Leighton Grimes","Aug 26, 2016"
GSM2080831,"Gfi1-/- Irf8-/- GMP cell A5","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613310",SRX1613310,"H. Leighton Grimes","Aug 26, 2016"
GSM2080832,"Gfi1-/- Irf8-/- GMP cell A6","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613311",SRX1613311,"H. Leighton Grimes","Aug 26, 2016"
GSM2080833,"Gfi1-/- Irf8-/- GMP cell A7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613312",SRX1613312,"H. Leighton Grimes","Aug 26, 2016"
GSM2080834,"Gfi1-/- Irf8-/- GMP cell A8","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613313",SRX1613313,"H. Leighton Grimes","Aug 26, 2016"
GSM2080835,"Gfi1-/- Irf8-/- GMP cell B1","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613314",SRX1613314,"H. Leighton Grimes","Aug 26, 2016"
GSM2080836,"Gfi1-/- Irf8-/- GMP cell B2","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613315",SRX1613315,"H. Leighton Grimes","Aug 26, 2016"
GSM2080837,"Gfi1-/- Irf8-/- GMP cell B3","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613316",SRX1613316,"H. Leighton Grimes","Aug 26, 2016"
GSM2080838,"Gfi1-/- Irf8-/- GMP cell B4","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613317",SRX1613317,"H. Leighton Grimes","Aug 26, 2016"
GSM2080839,"Gfi1-/- Irf8-/- GMP cell B7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613318",SRX1613318,"H. Leighton Grimes","Aug 26, 2016"
GSM2080840,"Gfi1-/- Irf8-/- GMP cell C1","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613319",SRX1613319,"H. Leighton Grimes","Aug 26, 2016"
GSM2080841,"Gfi1-/- Irf8-/- GMP cell C2","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613320",SRX1613320,"H. Leighton Grimes","Aug 26, 2016"
GSM2080842,"Gfi1-/- Irf8-/- GMP cell C5","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613321",SRX1613321,"H. Leighton Grimes","Aug 26, 2016"
GSM2080843,"Gfi1-/- Irf8-/- GMP cell C6","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613322",SRX1613322,"H. Leighton Grimes","Aug 26, 2016"
GSM2080844,"Gfi1-/- Irf8-/- GMP cell C7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613323",SRX1613323,"H. Leighton Grimes","Aug 26, 2016"
GSM2080845,"Gfi1-/- Irf8-/- GMP cell C8","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613324",SRX1613324,"H. Leighton Grimes","Aug 26, 2016"
GSM2080846,"Gfi1-/- Irf8-/- GMP cell D1","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613325",SRX1613325,"H. Leighton Grimes","Aug 26, 2016"
GSM2080847,"Gfi1-/- Irf8-/- GMP cell D2","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613326",SRX1613326,"H. Leighton Grimes","Aug 26, 2016"
GSM2080848,"Gfi1-/- Irf8-/- GMP cell D4","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613327",SRX1613327,"H. Leighton Grimes","Aug 26, 2016"
